order_id;customer_id;order_date;channel;status;payment_method;shipping_cost;order_total
657;318;2025-04-10T08:59:31.905Z;mobile_app;completed;credit_card;14.7;230.57
658;457;2025-03-28T06:02:52.480Z;physical_store;completed;credit_card;16.92;778.28
659;831;2025-01-24T11:43:07.827Z;marketplace;completed;credit_card;17.04;76.67
660;350;2025-10-18T09:46:50.776Z;physical_store;completed;debit_card;28.55;960.6
661;540;2025-05-28T23:12:17.345Z;web;completed;credit_card;36.29;524.35
662;153;2025-03-21T02:31:03.943Z;mobile_app;completed;credit_card;9.95;449.13
663;583;2025-01-17T15:06:12.171Z;web;completed;paypal;20.54;540.98
664;423;2025-11-18T22:40:23.480Z;web;completed;debit_card;32.51;400.86
665;600;2024-12-28T21:40:33.224Z;web;pending;credit_card;29.62;503.24
666;806;2025-11-04T20:37:44.885Z;mobile_app;pending;credit_card;16.65;726.94
667;322;2025-09-29T23:14:25.455Z;physical_store;pending;credit_card;32.31;386.82
668;941;2025-08-12T07:11:11.473Z;mobile_app;completed;credit_card;39.29;313.42
669;690;2025-05-12T03:56:24.735Z;web;completed;credit_card;15.8;48.84
670;672;2025-07-24T18:20:10.881Z;physical_store;completed;credit_card;26.31;775.67
671;744;2025-08-25T18:15:54.720Z;physical_store;completed;pix;24.67;721.52
672;987;2025-08-08T04:50:07.601Z;physical_store;pending;credit_card;5.4;212.39
673;836;2025-02-27T21:35:39.743Z;web;completed;credit_card;1.07;492.56
674;149;2025-08-28T14:44:32.333Z;mobile_app;completed;debit_card;31.6;238.7
675;309;2025-05-23T12:50:40.754Z;physical_store;completed;credit_card;4.66;909.03
676;757;2025-01-23T06:54:28.254Z;physical_store;refunded;credit_card;34.39;627.91
677;207;2025-06-21T18:19:42.460Z;marketplace;completed;pix;2.04;29.76
678;646;2025-05-06T11:45:12.266Z;physical_store;refunded;pix;29.48;633.4
679;568;2025-12-08T14:22:09.826Z;marketplace;completed;credit_card;20.53;750.65
680;958;2025-06-22T06:37:11.304Z;physical_store;completed;credit_card;0.76;585.64
681;567;2025-05-18T14:11:18.709Z;web;completed;debit_card;35.57;170.17
682;638;2025-01-15T10:18:25.005Z;marketplace;completed;credit_card;6.45;738.13
683;481;2025-07-11T23:19:56.361Z;marketplace;completed;credit_card;23.51;714.78
684;944;2025-10-13T05:21:59.963Z;physical_store;completed;credit_card;28.46;989.07
685;854;2025-05-05T01:43:25.310Z;marketplace;pending;pix;33.78;663.19
686;290;2025-04-24T10:21:26.246Z;web;completed;credit_card;7.98;621.61
687;104;2025-09-10T01:47:55.246Z;physical_store;canceled;credit_card;9.39;575.08
688;19;2025-06-23T17:18:26.639Z;marketplace;canceled;credit_card;6.34;837.73
689;916;2025-08-14T20:00:00.469Z;web;pending;credit_card;4.56;246.72
690;576;2025-02-11T16:37:03.128Z;mobile_app;completed;cash;31.4;805.39
691;789;2025-01-08T07:14:48.908Z;marketplace;canceled;pix;34.95;647.15
692;107;2025-10-28T23:54:06.734Z;web;canceled;credit_card;18.29;863.06
693;114;2025-09-04T01:48:44.302Z;web;pending;debit_card;34.34;154.17
694;576;2025-10-27T04:31:56.302Z;web;completed;credit_card;4.72;226.0
695;371;2025-04-15T21:09:53.936Z;mobile_app;pending;debit_card;30.48;538.9
696;892;2025-12-07T21:36:38.292Z;web;completed;credit_card;32.77;173.29
697;207;2025-03-01T01:24:42.913Z;physical_store;refunded;pix;0.26;838.38
698;486;2025-02-22T13:29:10.006Z;marketplace;completed;credit_card;10.64;731.54
699;425;2025-04-24T12:53:33.229Z;marketplace;completed;credit_card;30.13;569.19
700;807;2025-06-30T05:21:27.852Z;mobile_app;completed;credit_card;36.72;936.82
701;975;2025-07-18T02:23:18.577Z;marketplace;canceled;credit_card;30.81;754.08
702;530;2025-05-18T10:34:02.048Z;web;completed;credit_card;39.28;220.32
703;63;2025-05-24T22:09:22.287Z;physical_store;pending;debit_card;25.66;930.12
704;60;2025-02-08T02:00:36.530Z;marketplace;completed;pix;28.03;904.11
705;739;2025-04-29T07:33:09.378Z;marketplace;canceled;credit_card;11.19;548.43
706;943;2025-04-27T12:51:01.295Z;mobile_app;pending;credit_card;8.21;561.75
707;808;2025-03-12T18:13:56.736Z;physical_store;completed;pix;31.26;447.68
708;203;2025-03-15T16:47:38.323Z;marketplace;completed;credit_card;15.6;740.1
709;901;2025-08-11T23:05:01.687Z;mobile_app;completed;credit_card;8.55;529.99
710;320;2025-09-22T17:16:27.387Z;marketplace;pending;credit_card;1.12;801.79
711;607;2025-06-19T06:55:21.468Z;marketplace;completed;pix;29.06;1016.28
712;114;2025-03-28T10:02:55.854Z;web;pending;credit_card;20.3;161.64
713;775;2025-05-05T23:46:48.678Z;web;completed;credit_card;0.21;352.41
714;242;2025-08-13T04:13:33.869Z;mobile_app;completed;credit_card;31.39;751.95
715;689;2025-01-18T17:52:22.108Z;mobile_app;pending;credit_card;9.91;351.2
716;597;2025-11-11T00:16:55.458Z;mobile_app;pending;credit_card;3.92;721.33
717;849;2025-08-28T03:06:15.925Z;physical_store;completed;credit_card;35.54;522.27
718;457;2025-04-16T17:25:41.402Z;web;completed;credit_card;23.53;552.1
719;405;2024-12-31T03:15:26.606Z;marketplace;completed;debit_card;39.86;735.1
720;971;2025-08-21T03:51:24.946Z;physical_store;pending;credit_card;6.51;522.18
721;497;2025-06-30T08:03:06.328Z;physical_store;completed;debit_card;34.53;170.23
722;218;2025-03-23T02:02:00.686Z;physical_store;completed;debit_card;37.76;419.71
723;975;2025-05-19T15:50:53.981Z;web;completed;credit_card;4.83;585.16
724;42;2025-07-03T11:40:31.070Z;mobile_app;completed;credit_card;14.98;323.08
725;29;2025-07-24T04:41:17.124Z;mobile_app;completed;credit_card;1.95;898.32
726;911;2025-03-01T07:00:20.041Z;marketplace;completed;pix;19.55;159.43
727;358;2025-10-08T21:48:13.232Z;web;canceled;credit_card;22.92;597.37
728;922;2025-09-24T21:01:41.172Z;marketplace;pending;credit_card;28.8;642.4
729;781;2024-12-17T16:12:05.778Z;mobile_app;completed;credit_card;18.0;478.09
730;888;2025-09-29T09:04:07.304Z;marketplace;completed;debit_card;24.94;424.43
731;922;2025-04-18T20:27:22.625Z;physical_store;completed;credit_card;26.82;481.05
732;285;2025-02-10T20:58:22.465Z;web;canceled;debit_card;22.88;823.12
733;725;2025-10-12T21:44:27.731Z;marketplace;completed;credit_card;22.37;230.95
734;634;2025-02-18T14:37:29.234Z;web;refunded;credit_card;30.02;542.61
735;20;2025-09-16T16:31:01.373Z;web;completed;credit_card;38.5;327.96
736;211;2025-05-21T08:49:44.610Z;mobile_app;pending;pix;23.18;126.13
737;547;2025-07-07T21:56:21.110Z;marketplace;completed;credit_card;34.48;77.28
738;448;2025-08-08T18:04:48.309Z;mobile_app;completed;pix;12.7;284.73
739;118;2025-03-18T11:14:54.674Z;web;completed;credit_card;7.31;780.25
740;158;2025-01-09T17:57:17.350Z;marketplace;refunded;debit_card;2.36;964.26
741;186;2025-04-29T19:27:17.286Z;web;pending;credit_card;3.95;163.56
742;915;2025-09-11T02:25:24.560Z;marketplace;completed;paypal;35.98;106.82
743;246;2025-01-06T16:18:06.104Z;mobile_app;completed;pix;15.4;148.18
744;63;2025-04-11T04:02:57.519Z;marketplace;completed;credit_card;19.37;438.71
745;240;2025-10-30T19:45:15.017Z;web;completed;cash;27.0;288.39
746;569;2025-04-29T16:18:40.008Z;mobile_app;completed;credit_card;3.36;646.44
747;209;2025-04-03T19:45:40.714Z;mobile_app;completed;cash;31.28;578.06
748;434;2025-01-23T05:05:12.421Z;physical_store;completed;pix;38.44;666.76
749;669;2025-03-12T10:40:26.294Z;mobile_app;completed;paypal;19.29;625.2
750;860;2025-10-04T21:25:12.716Z;physical_store;refunded;pix;8.51;852.38
751;289;2025-06-03T22:11:54.966Z;web;completed;credit_card;2.8;110.72
752;716;2025-02-22T20:57:19.680Z;web;pending;debit_card;39.95;920.66
753;216;2025-11-14T14:34:40.873Z;marketplace;canceled;paypal;25.41;1005.46
754;725;2025-06-28T18:45:13.012Z;physical_store;completed;debit_card;12.87;239.28
755;983;2025-07-09T10:07:04.823Z;marketplace;completed;debit_card;25.86;47.87
756;488;2025-06-05T16:08:53.810Z;web;canceled;debit_card;16.53;913.89
757;721;2025-11-03T22:02:49.355Z;physical_store;pending;credit_card;31.49;687.61
758;80;2025-10-18T23:35:18.107Z;web;canceled;pix;17.81;158.76
759;996;2025-08-05T16:05:36.022Z;physical_store;pending;credit_card;7.09;779.7
760;714;2025-09-20T21:59:20.274Z;web;completed;credit_card;7.72;36.9
761;761;2025-03-07T01:00:11.120Z;web;pending;debit_card;28.37;236.05
762;836;2025-10-27T06:12:44.353Z;marketplace;pending;credit_card;39.2;1007.15
763;38;2025-10-19T19:13:57.041Z;marketplace;completed;debit_card;24.24;51.23
764;841;2025-11-27T08:11:41.628Z;physical_store;completed;credit_card;20.01;207.08
765;199;2025-10-01T01:57:40.244Z;mobile_app;completed;credit_card;2.6;277.03
766;584;2025-06-04T15:57:59.601Z;mobile_app;canceled;debit_card;10.97;861.68
767;24;2025-11-16T06:47:32.316Z;marketplace;completed;pix;0.08;438.65
768;690;2025-11-27T08:09:15.920Z;web;canceled;credit_card;33.77;452.51
769;125;2025-01-26T15:59:44.937Z;physical_store;completed;credit_card;1.74;728.54
770;49;2025-11-01T07:05:49.276Z;marketplace;canceled;credit_card;12.65;416.67
771;343;2025-06-16T09:31:21.118Z;web;canceled;pix;39.61;280.73
772;707;2025-02-04T12:36:31.265Z;physical_store;refunded;paypal;7.88;350.52
773;65;2025-01-31T03:58:22.127Z;web;completed;credit_card;0.96;802.24
774;958;2025-09-08T20:23:09.993Z;marketplace;pending;credit_card;18.94;978.57
775;853;2025-08-10T14:59:52.229Z;web;pending;credit_card;9.47;100.92
776;615;2025-11-16T21:35:15.412Z;physical_store;pending;debit_card;23.16;126.98
777;63;2025-02-25T18:52:19.841Z;web;completed;pix;27.73;814.72
778;64;2025-09-26T06:54:26.283Z;physical_store;completed;debit_card;17.27;137.06
779;58;2025-01-06T18:28:48.362Z;web;completed;credit_card;3.83;760.75
780;239;2025-05-25T23:10:16.937Z;web;completed;credit_card;17.12;644.93
781;104;2025-01-14T14:38:34.768Z;marketplace;completed;debit_card;1.04;527.91
782;602;2025-01-11T01:04:54.910Z;mobile_app;completed;credit_card;28.53;629.56
783;861;2025-10-13T11:18:53.931Z;mobile_app;canceled;credit_card;20.36;388.64
784;493;2025-09-02T22:44:00.160Z;physical_store;completed;credit_card;1.76;146.89
785;599;2025-03-27T02:13:25.936Z;physical_store;completed;debit_card;14.31;606.3
786;555;2025-02-23T23:24:59.833Z;mobile_app;completed;credit_card;13.72;395.17
787;9;2025-08-18T21:39:05.471Z;mobile_app;completed;credit_card;33.41;894.94
788;433;2025-06-11T20:48:07.249Z;marketplace;completed;credit_card;36.34;825.9
789;350;2025-11-04T19:29:45.203Z;mobile_app;completed;debit_card;39.28;647.05
790;340;2025-12-02T12:30:05.342Z;marketplace;completed;credit_card;6.49;471.71
791;809;2025-04-21T17:03:37.302Z;web;completed;paypal;25.55;724.91
792;478;2025-08-12T21:06:51.462Z;mobile_app;completed;debit_card;38.1;382.98
793;758;2025-10-21T07:39:20.686Z;physical_store;completed;credit_card;39.6;415.16
794;76;2025-08-24T23:11:49.570Z;marketplace;completed;credit_card;11.62;222.14
795;600;2025-05-27T14:10:40.694Z;marketplace;completed;credit_card;7.91;198.57
796;907;2025-06-04T20:25:21.481Z;marketplace;pending;credit_card;22.18;217.15
797;23;2025-09-17T22:41:03.391Z;mobile_app;pending;paypal;0.84;684.74
798;389;2025-10-16T00:08:04.955Z;web;completed;credit_card;18.25;400.5
799;382;2025-09-27T13:19:43.344Z;mobile_app;canceled;cash;39.91;923.94
800;900;2025-11-10T05:36:24.424Z;web;completed;pix;5.23;211.08
801;546;2025-11-21T16:42:57.372Z;physical_store;completed;credit_card;17.18;660.6
802;944;2025-08-19T21:29:40.985Z;web;pending;credit_card;34.18;342.48
803;153;2025-07-16T02:11:32.201Z;marketplace;completed;debit_card;11.2;155.13
804;521;2025-06-06T17:00:09.318Z;physical_store;completed;credit_card;18.83;689.06
805;67;2025-05-01T17:14:14.676Z;mobile_app;completed;pix;25.8;544.78
806;511;2025-08-31T13:18:22.364Z;physical_store;completed;debit_card;21.02;514.65
807;979;2025-05-23T00:19:07.446Z;physical_store;completed;credit_card;25.52;820.33
808;666;2025-09-23T05:41:43.544Z;web;completed;pix;18.08;267.78
809;224;2025-05-11T08:59:01.109Z;marketplace;completed;credit_card;6.29;851.87
810;261;2025-05-30T14:15:53.611Z;web;completed;credit_card;17.78;382.32
811;598;2025-04-02T10:12:02.972Z;web;completed;debit_card;17.04;495.24
812;419;2025-07-25T02:37:53.455Z;marketplace;pending;credit_card;15.29;211.26
813;240;2025-09-05T12:58:58.118Z;marketplace;completed;credit_card;3.3;849.05
814;526;2025-05-02T05:46:03.600Z;web;pending;paypal;3.94;93.86
815;40;2025-10-23T11:37:12.713Z;mobile_app;completed;debit_card;10.0;760.31
816;787;2025-02-24T10:53:35.592Z;marketplace;completed;debit_card;5.51;863.41
817;734;2025-09-25T19:54:51.713Z;marketplace;completed;credit_card;32.89;820.36
818;414;2024-12-21T04:30:29.003Z;physical_store;pending;pix;0.48;661.49
819;780;2025-07-27T22:27:27.093Z;mobile_app;canceled;credit_card;28.93;254.61
820;240;2025-04-28T05:30:02.051Z;physical_store;pending;credit_card;31.68;358.49
821;193;2025-02-12T07:02:30.267Z;physical_store;pending;debit_card;8.38;469.35
822;572;2025-10-12T07:36:46.350Z;web;completed;credit_card;5.13;949.62
823;10;2025-03-28T03:33:52.311Z;physical_store;pending;pix;13.59;444.35
824;703;2025-02-03T20:50:24.309Z;physical_store;pending;debit_card;11.99;607.21
825;582;2025-08-18T15:45:55.662Z;web;canceled;credit_card;38.11;381.76
826;645;2025-08-21T11:08:38.810Z;physical_store;refunded;credit_card;15.63;559.43
827;193;2025-04-27T10:57:01.357Z;physical_store;completed;credit_card;18.06;914.91
828;96;2025-09-26T07:46:16.599Z;mobile_app;completed;credit_card;1.28;696.52
829;501;2025-07-31T06:39:42.828Z;web;completed;credit_card;38.52;336.66
830;239;2025-11-29T22:03:15.093Z;marketplace;completed;credit_card;2.3;530.46
831;176;2025-02-19T21:33:47.365Z;marketplace;canceled;credit_card;6.28;134.81
832;550;2025-10-17T07:25:39.886Z;physical_store;completed;credit_card;38.2;906.59
833;134;2025-07-14T22:56:28.507Z;mobile_app;completed;pix;26.59;202.2
834;589;2025-09-18T23:38:50.051Z;marketplace;completed;credit_card;27.39;317.32
835;8;2025-03-14T09:20:36.895Z;mobile_app;completed;pix;24.19;286.09
836;337;2025-07-31T03:21:56.171Z;physical_store;completed;credit_card;29.49;331.64
837;903;2024-12-20T04:01:44.337Z;physical_store;completed;pix;31.69;434.96
838;844;2024-12-23T01:51:25.409Z;mobile_app;completed;credit_card;24.71;468.15
839;394;2025-08-25T12:41:43.492Z;mobile_app;completed;credit_card;27.95;90.74
840;907;2025-06-07T23:43:04.273Z;mobile_app;completed;debit_card;11.68;929.65
841;715;2025-03-14T03:48:57.720Z;mobile_app;canceled;credit_card;30.47;169.28
842;378;2025-01-02T14:27:56.357Z;web;pending;credit_card;31.18;453.07
843;169;2025-01-25T23:01:32.209Z;marketplace;completed;credit_card;1.07;647.16
844;692;2025-06-13T07:42:24.662Z;physical_store;completed;debit_card;34.23;442.97
845;11;2025-08-06T06:23:30.940Z;marketplace;completed;paypal;13.08;766.78
846;497;2025-01-26T01:24:27.301Z;physical_store;completed;credit_card;9.69;960.71
847;144;2025-11-11T21:46:12.425Z;physical_store;pending;pix;6.82;44.52
848;103;2025-04-14T09:20:38.701Z;mobile_app;completed;credit_card;15.63;111.66
849;782;2025-09-13T12:00:29.161Z;web;completed;credit_card;14.32;246.66
850;36;2025-01-19T10:41:19.912Z;mobile_app;completed;credit_card;25.39;557.81
851;679;2025-01-09T14:32:23.783Z;web;completed;credit_card;2.1;26.67
852;791;2025-08-31T05:05:18.004Z;physical_store;pending;paypal;14.99;268.76
853;94;2025-11-12T12:17:59.436Z;web;completed;cash;13.48;221.79
854;686;2025-05-17T08:56:41.497Z;web;completed;pix;31.88;865.72
855;172;2024-12-26T12:56:45.667Z;mobile_app;completed;credit_card;32.62;368.85
856;642;2024-12-27T06:11:08.211Z;mobile_app;completed;paypal;15.8;455.12
857;238;2025-05-10T21:29:56.566Z;mobile_app;completed;credit_card;0.6;661.51
858;13;2025-07-08T01:00:07.994Z;physical_store;completed;credit_card;26.32;319.21
859;639;2025-09-03T11:21:16.176Z;marketplace;completed;pix;16.44;788.63
860;512;2025-08-16T19:35:23.639Z;web;pending;pix;36.89;614.71
861;258;2025-10-19T19:58:19.566Z;web;completed;cash;27.85;712.19
862;996;2025-11-12T14:05:36.236Z;mobile_app;completed;debit_card;35.36;366.97
863;872;2025-07-21T16:23:18.887Z;physical_store;completed;credit_card;36.48;496.41
864;524;2025-10-26T16:57:26.347Z;mobile_app;completed;debit_card;0.53;41.32
865;778;2025-11-15T19:02:46.022Z;web;completed;debit_card;30.29;657.66
866;62;2025-02-27T13:43:26.792Z;mobile_app;completed;credit_card;6.07;226.37
867;39;2025-04-10T16:44:07.472Z;mobile_app;canceled;credit_card;37.84;782.31
868;337;2025-06-18T17:04:29.195Z;mobile_app;completed;debit_card;30.42;560.88
869;425;2025-09-01T23:57:36.232Z;marketplace;pending;credit_card;29.31;385.18
870;211;2025-04-25T03:05:21.300Z;web;canceled;debit_card;9.93;703.53
871;737;2025-11-06T23:56:26.743Z;mobile_app;completed;credit_card;12.87;466.38
872;7;2025-07-22T12:06:30.221Z;web;canceled;credit_card;7.7;649.38
873;145;2025-01-23T16:29:47.026Z;mobile_app;completed;credit_card;21.95;821.28
874;210;2025-07-11T16:02:45.628Z;mobile_app;completed;credit_card;18.68;199.56
875;203;2025-06-05T16:57:26.532Z;mobile_app;completed;debit_card;12.12;597.01
876;991;2025-01-17T15:47:51.420Z;mobile_app;completed;pix;3.2;976.3
877;408;2025-03-17T09:51:09.831Z;physical_store;completed;credit_card;20.21;760.44
878;779;2025-03-13T20:58:21.923Z;mobile_app;pending;pix;0.79;394.58
879;875;2025-11-07T15:51:21.603Z;web;pending;paypal;23.81;193.55
880;745;2025-06-17T21:24:53.029Z;mobile_app;completed;credit_card;18.14;405.78
881;621;2025-05-15T05:18:08.213Z;physical_store;completed;credit_card;18.77;190.4
882;195;2025-08-03T17:17:57.739Z;web;completed;credit_card;29.01;530.63
883;948;2025-10-22T21:19:35.236Z;physical_store;canceled;cash;14.93;514.69
884;657;2025-08-20T05:35:06.275Z;web;completed;credit_card;36.86;433.99
885;580;2025-03-12T23:55:39.516Z;mobile_app;completed;credit_card;10.21;925.03
886;740;2025-02-10T04:59:03.979Z;marketplace;completed;credit_card;27.54;730.07
887;667;2025-10-31T11:36:27.944Z;physical_store;canceled;debit_card;9.69;63.51
888;833;2025-01-17T18:41:11.335Z;marketplace;completed;debit_card;27.9;680.33
889;268;2025-12-13T16:45:22.678Z;physical_store;canceled;credit_card;9.9;596.67
890;679;2025-06-14T01:21:21.213Z;mobile_app;completed;pix;25.78;944.33
891;408;2025-02-03T23:27:52.406Z;web;completed;credit_card;16.92;850.07
892;259;2025-08-12T10:10:55.376Z;marketplace;completed;credit_card;35.47;629.83
893;752;2025-05-18T21:58:04.847Z;physical_store;pending;paypal;34.78;161.87
894;587;2025-02-06T17:35:24.765Z;marketplace;pending;credit_card;8.38;761.7
895;716;2025-06-22T16:09:43.437Z;marketplace;completed;credit_card;19.67;134.6
896;793;2025-04-07T16:16:21.822Z;physical_store;completed;debit_card;29.32;216.54
897;384;2025-06-30T01:55:02.709Z;mobile_app;pending;credit_card;7.28;956.79
898;462;2025-03-21T16:35:31.400Z;mobile_app;completed;credit_card;7.31;771.29
899;266;2025-11-05T00:05:06.784Z;physical_store;completed;paypal;4.37;648.07
900;82;2025-11-09T15:08:56.498Z;marketplace;completed;credit_card;2.57;51.64
901;241;2025-12-11T08:32:20.880Z;physical_store;completed;pix;0.38;281.14
902;979;2025-06-15T05:26:54.241Z;web;completed;pix;1.67;228.52
903;811;2025-01-31T06:17:13.838Z;web;completed;credit_card;38.48;319.0
904;498;2024-12-16T06:29:07.584Z;physical_store;pending;debit_card;13.46;701.68
905;352;2025-10-07T11:14:17.184Z;marketplace;pending;paypal;26.6;417.47
906;59;2025-08-24T00:59:21.950Z;marketplace;canceled;pix;0.12;873.25
907;412;2025-09-09T15:13:46.884Z;mobile_app;completed;credit_card;21.23;973.27
908;770;2025-08-12T13:56:42.227Z;mobile_app;completed;debit_card;26.36;512.06
909;424;2024-12-22T21:49:26.804Z;mobile_app;completed;debit_card;37.68;373.42
910;649;2025-05-07T04:03:51.369Z;marketplace;canceled;cash;29.43;713.8
911;240;2025-01-02T10:36:51.877Z;physical_store;completed;debit_card;3.25;442.61
912;954;2025-04-05T10:04:03.361Z;physical_store;refunded;pix;36.21;775.8
913;301;2025-09-13T21:18:41.594Z;mobile_app;pending;pix;35.05;824.21
914;734;2025-09-29T19:44:31.726Z;web;completed;pix;12.05;691.65
915;562;2025-04-11T01:22:12.111Z;physical_store;completed;credit_card;4.63;674.02
916;247;2025-07-18T12:36:28.042Z;mobile_app;completed;pix;26.39;134.03
917;446;2025-07-07T15:49:37.297Z;web;completed;paypal;36.11;807.09
918;226;2025-04-17T17:42:12.779Z;marketplace;completed;cash;26.82;698.99
919;945;2025-03-01T10:59:06.793Z;physical_store;completed;debit_card;34.88;968.02
920;785;2025-02-05T15:11:21.875Z;web;completed;credit_card;28.7;769.98
921;391;2025-10-31T18:45:14.315Z;physical_store;pending;credit_card;4.63;110.56
922;92;2025-05-10T15:31:36.290Z;marketplace;pending;paypal;29.78;163.56
923;377;2025-08-10T08:14:27.762Z;mobile_app;canceled;cash;23.08;44.72
924;64;2025-09-07T19:21:47.312Z;mobile_app;pending;cash;12.79;390.51
925;696;2025-11-01T09:37:33.881Z;mobile_app;completed;debit_card;8.89;416.3
926;552;2025-08-26T13:11:30.436Z;physical_store;completed;pix;11.87;246.4
927;697;2025-02-25T16:29:14.342Z;physical_store;completed;credit_card;29.88;882.02
928;848;2025-03-10T22:53:50.997Z;web;completed;credit_card;39.61;180.6
929;869;2025-11-08T12:29:23.850Z;physical_store;completed;credit_card;11.66;978.83
930;61;2025-10-19T22:46:45.836Z;marketplace;completed;debit_card;33.92;969.66
931;231;2025-11-12T12:42:04.240Z;web;canceled;pix;34.27;767.12
932;307;2025-05-03T14:44:32.278Z;mobile_app;refunded;credit_card;13.5;697.84
933;357;2025-09-01T15:31:49.940Z;physical_store;completed;credit_card;11.32;713.77
934;200;2025-10-15T09:59:54.559Z;physical_store;completed;credit_card;31.65;900.19
935;56;2025-02-26T15:29:49.431Z;marketplace;completed;credit_card;5.5;707.54
936;299;2024-12-20T00:19:56.214Z;mobile_app;completed;pix;7.83;666.04
937;371;2025-11-11T14:46:17.656Z;web;completed;cash;5.9;957.29
938;438;2025-01-05T02:02:02.599Z;mobile_app;canceled;credit_card;38.97;235.01
939;54;2024-12-29T02:11:09.262Z;web;refunded;debit_card;23.74;994.07
940;643;2025-01-03T11:02:01.149Z;physical_store;completed;credit_card;15.87;332.51
941;611;2025-10-11T02:07:08.375Z;mobile_app;completed;credit_card;27.67;827.09
942;675;2025-07-18T07:29:19.229Z;web;pending;pix;26.01;315.72
943;669;2025-01-08T09:49:14.378Z;physical_store;completed;credit_card;3.31;502.74
944;685;2025-05-26T06:01:31.095Z;mobile_app;completed;credit_card;22.91;311.16
945;764;2025-01-25T22:30:11.373Z;web;pending;credit_card;19.37;671.07
946;445;2024-12-16T14:42:20.876Z;marketplace;completed;credit_card;2.54;913.24
947;815;2025-11-23T19:52:48.940Z;mobile_app;completed;debit_card;15.75;836.86
948;803;2025-10-23T02:05:46.355Z;physical_store;completed;pix;21.56;844.01
949;668;2025-06-27T12:16:50.013Z;web;pending;credit_card;26.34;161.32
950;883;2024-12-31T16:45:40.627Z;mobile_app;completed;credit_card;12.57;70.93
951;589;2025-06-25T16:44:22.328Z;mobile_app;completed;credit_card;10.27;768.28
952;87;2025-12-09T03:01:56.738Z;web;completed;credit_card;21.78;456.37
953;968;2025-03-09T13:19:03.050Z;web;completed;credit_card;37.83;944.36
954;301;2025-08-27T15:01:06.409Z;physical_store;completed;credit_card;12.52;925.09
955;361;2025-03-27T02:24:28.005Z;mobile_app;completed;debit_card;1.79;57.79
956;146;2025-04-16T17:00:21.138Z;marketplace;canceled;credit_card;5.37;566.4
957;606;2025-11-02T00:17:25.723Z;marketplace;completed;debit_card;16.88;575.73
958;267;2025-07-22T12:13:41.557Z;physical_store;completed;credit_card;18.24;964.09
959;693;2025-02-18T22:52:25.360Z;physical_store;canceled;credit_card;8.15;645.13
960;276;2025-08-21T18:05:13.131Z;mobile_app;pending;credit_card;25.91;547.11
961;168;2025-07-30T08:41:58.615Z;physical_store;pending;credit_card;31.51;422.87
962;988;2025-03-09T08:42:29.435Z;mobile_app;completed;credit_card;4.4;561.8
963;68;2025-11-17T14:25:27.112Z;marketplace;completed;credit_card;13.34;301.13
964;890;2025-08-30T06:37:47.580Z;mobile_app;completed;credit_card;39.18;276.96
965;975;2025-08-03T15:25:53.670Z;web;pending;credit_card;21.06;899.06
966;603;2025-05-16T16:17:25.368Z;physical_store;completed;credit_card;22.89;319.25
967;278;2025-01-16T15:31:23.838Z;web;canceled;credit_card;37.86;439.63
968;354;2025-09-22T15:57:56.052Z;physical_store;completed;credit_card;0.38;523.67
969;160;2025-05-08T04:28:41.142Z;mobile_app;completed;credit_card;10.69;930.76
970;655;2025-06-28T06:38:44.151Z;marketplace;pending;credit_card;24.35;737.0
971;188;2025-08-07T01:18:13.114Z;physical_store;refunded;pix;20.09;310.4
972;439;2025-06-20T06:17:02.610Z;mobile_app;completed;pix;37.9;456.28
973;321;2025-10-07T10:37:43.798Z;web;completed;credit_card;9.6;121.36
974;590;2025-02-04T13:40:40.506Z;web;completed;credit_card;37.18;849.36
975;11;2025-02-03T09:24:25.533Z;physical_store;completed;paypal;5.46;513.31
976;702;2025-08-04T07:29:31.984Z;web;completed;debit_card;36.44;787.44
977;732;2025-06-23T05:00:18.276Z;physical_store;pending;debit_card;9.77;753.97
978;974;2025-04-21T16:59:04.829Z;web;completed;cash;26.98;911.27
979;537;2025-12-09T18:19:38.771Z;mobile_app;completed;credit_card;5.33;371.56
980;53;2025-09-19T06:36:00.340Z;physical_store;completed;credit_card;38.79;389.99
981;696;2025-04-05T00:28:28.373Z;mobile_app;pending;pix;34.31;338.57
982;495;2025-05-31T21:51:55.074Z;marketplace;completed;credit_card;25.25;431.0
983;946;2025-08-27T00:52:53.675Z;marketplace;canceled;cash;20.62;916.17
984;958;2025-03-18T23:25:06.532Z;physical_store;canceled;pix;2.3;28.07
985;472;2025-05-31T14:16:45.634Z;marketplace;completed;credit_card;13.99;741.97
986;412;2024-12-16T16:24:34.832Z;marketplace;completed;credit_card;7.9;546.41
987;921;2025-04-21T05:31:23.630Z;mobile_app;completed;paypal;0.28;774.34
988;257;2025-09-03T11:42:16.400Z;mobile_app;completed;credit_card;14.58;908.93
989;550;2025-01-11T05:10:25.150Z;marketplace;completed;credit_card;33.57;212.17
990;363;2025-10-13T19:27:12.141Z;physical_store;completed;pix;28.37;156.82
991;292;2025-12-14T18:37:21.344Z;web;completed;credit_card;13.25;64.22
992;683;2024-12-28T14:05:08.471Z;mobile_app;canceled;cash;39.32;175.74
993;501;2025-04-21T17:31:22.615Z;physical_store;pending;debit_card;13.0;782.1
994;903;2025-07-03T15:25:10.144Z;physical_store;completed;paypal;33.72;434.79
